value	description	codesystem	code	iri
G12.9	Spinal muscular atrophy, unspecified	ICD-10	urn:miriam:icd:G12.9	http://identifiers.org/icd/G12.9
E16.8	Other specified disorders of pancreatic internal secretion	ICD-10	urn:miriam:icd:E16.8	http://identifiers.org/icd/E16.8
E16.9	Disorder of pancreatic internal secretion, unspecified	ICD-10	urn:miriam:icd:E16.9	http://identifiers.org/icd/E16.9
G12.2	Spinal muscular atrophy and related syndromes - Motor neuron disease	ICD-10	urn:miriam:icd:G12.2	http://identifiers.org/icd/G12.2
G12.0	Infantile spinal muscular atrophy, type I [Werdnig-Hoffman]	ICD-10	urn:miriam:icd:G12.0	http://identifiers.org/icd/G12.0
G12.1	Other inherited spinal muscular atrophy	ICD-10	urn:miriam:icd:G12.1	http://identifiers.org/icd/G12.1
E80.0	Disorders of porphyrin and bilirubin metabolism - Hereditary erythropoietic porphyria	ICD-10	urn:miriam:icd:E80.0	http://identifiers.org/icd/E80.0
F14.0	Mental and behavioural disorders due to use of cocaine - Mental and behavioural disorders due to use of cocaine: Acute intoxication	ICD-10	urn:miriam:icd:F14.0	http://identifiers.org/icd/F14.0
E80.2	Disorders of porphyrin and bilirubin metabolism - Other porphyria	ICD-10	urn:miriam:icd:E80.2	http://identifiers.org/icd/E80.2
F14.1	Mental and behavioural disorders due to use of cocaine - Mental and behavioural disorders due to use of cocaine: Harmful use	ICD-10	urn:miriam:icd:F14.1	http://identifiers.org/icd/F14.1
E80.1	Disorders of porphyrin and bilirubin metabolism - Porphyria cutanea tarda	ICD-10	urn:miriam:icd:E80.1	http://identifiers.org/icd/E80.1
F14.2	Mental and behavioural disorders due to use of cocaine - Mental and behavioural disorders due to use of cocaine: Dependence syndrome	ICD-10	urn:miriam:icd:F14.2	http://identifiers.org/icd/F14.2
F14.3	Mental and behavioural disorders due to use of cocaine - Mental and behavioural disorders due to use of cocaine: Withdrawal state	ICD-10	urn:miriam:icd:F14.3	http://identifiers.org/icd/F14.3
F14.4	Mental and behavioural disorders due to use of cocaine - Mental and behavioural disorders due to use of cocaine: Withdrawal state with delirium	ICD-10	urn:miriam:icd:F14.4	http://identifiers.org/icd/F14.4
F14.5	Mental and behavioural disorders due to use of cocaine - Mental and behavioural disorders due to use of cocaine: Psychotic disorder	ICD-10	urn:miriam:icd:F14.5	http://identifiers.org/icd/F14.5
F14.6	Mental and behavioural disorders due to use of cocaine - Mental and behavioural disorders due to use of cocaine: Amnesic syndrome	ICD-10	urn:miriam:icd:F14.6	http://identifiers.org/icd/F14.6
F10	Mental and behavioural disorders due to use of alcohol	ICD-10	urn:miriam:icd:F10	http://identifiers.org/icd/F10
F11	Mental and behavioural disorders due to use of opioids	ICD-10	urn:miriam:icd:F11	http://identifiers.org/icd/F11
F12	Mental and behavioural disorders due to use of cannabinoids	ICD-10	urn:miriam:icd:F12	http://identifiers.org/icd/F12
F13	Mental and behavioural disorders due to use of sedatives or hypnotics	ICD-10	urn:miriam:icd:F13	http://identifiers.org/icd/F13
F14	Mental and behavioural disorders due to use of cocaine	ICD-10	urn:miriam:icd:F14	http://identifiers.org/icd/F14
F15	Mental and behavioural disorders due to use of other stimulants, including caffeine	ICD-10	urn:miriam:icd:F15	http://identifiers.org/icd/F15
F16	Mental and behavioural disorders due to use of hallucinogens	ICD-10	urn:miriam:icd:F16	http://identifiers.org/icd/F16
E05.1	Thyrotoxicosis with toxic single thyroid nodule	ICD-10	urn:miriam:icd:E05.1	http://identifiers.org/icd/E05.1
F17	Mental and behavioural disorders due to use of tobacco	ICD-10	urn:miriam:icd:F17	http://identifiers.org/icd/F17
E05.0	Thyrotoxicosis with diffuse goitre	ICD-10	urn:miriam:icd:E05.0	http://identifiers.org/icd/E05.0
F18	Mental and behavioural disorders due to use of volatile solvents	ICD-10	urn:miriam:icd:F18	http://identifiers.org/icd/F18
E05.3	Thyrotoxicosis from ectopic thyroid tissue	ICD-10	urn:miriam:icd:E05.3	http://identifiers.org/icd/E05.3
F19	Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances	ICD-10	urn:miriam:icd:F19	http://identifiers.org/icd/F19
E05.2	Thyrotoxicosis with toxic multinodular goitre	ICD-10	urn:miriam:icd:E05.2	http://identifiers.org/icd/E05.2
E05.5	Thyrotoxicosis [hyperthyroidism] - Thyroid crisis or storm	ICD-10	urn:miriam:icd:E05.5	http://identifiers.org/icd/E05.5
E05.4	Thyrotoxicosis factitia	ICD-10	urn:miriam:icd:E05.4	http://identifiers.org/icd/E05.4
E05.9	Thyrotoxicosis, unspecified	ICD-10	urn:miriam:icd:E05.9	http://identifiers.org/icd/E05.9
E05.8	Other thyrotoxicosis	ICD-10	urn:miriam:icd:E05.8	http://identifiers.org/icd/E05.8
F38.8	Other specified mood [affective] disorders	ICD-10	urn:miriam:icd:F38.8	http://identifiers.org/icd/F38.8
F91.8	Other conduct disorders	ICD-10	urn:miriam:icd:F91.8	http://identifiers.org/icd/F91.8
F91.9	Conduct disorder, unspecified	ICD-10	urn:miriam:icd:F91.9	http://identifiers.org/icd/F91.9
F91.2	Socialized conduct disorder	ICD-10	urn:miriam:icd:F91.2	http://identifiers.org/icd/F91.2
F91.3	Conduct disorders - Oppositional defiant disorder	ICD-10	urn:miriam:icd:F91.3	http://identifiers.org/icd/F91.3
D84.1	Other immunodeficiencies - Defects in the complement system	ICD-10	urn:miriam:icd:D84.1	http://identifiers.org/icd/D84.1
F38.0	Other single mood [affective] disorders	ICD-10	urn:miriam:icd:F38.0	http://identifiers.org/icd/F38.0
F38.1	Other recurrent mood [affective] disorders	ICD-10	urn:miriam:icd:F38.1	http://identifiers.org/icd/F38.1
D84.9	Other immunodeficiencies - Immunodeficiency, unspecified	ICD-10	urn:miriam:icd:D84.9	http://identifiers.org/icd/D84.9
D84.8	Other specified immunodeficiencies	ICD-10	urn:miriam:icd:D84.8	http://identifiers.org/icd/D84.8
F91.0	Conduct disorder confined to the family context	ICD-10	urn:miriam:icd:F91.0	http://identifiers.org/icd/F91.0
F91.1	Unsocialized conduct disorder	ICD-10	urn:miriam:icd:F91.1	http://identifiers.org/icd/F91.1
E29.0	Testicular hyperfunction	ICD-10	urn:miriam:icd:E29.0	http://identifiers.org/icd/E29.0
E29.1	Testicular hypofunction	ICD-10	urn:miriam:icd:E29.1	http://identifiers.org/icd/E29.1
F80.3	Acquired aphasia with epilepsy [Landau-Kleffner]	ICD-10	urn:miriam:icd:F80.3	http://identifiers.org/icd/F80.3
F80.2	Receptive language disorder	ICD-10	urn:miriam:icd:F80.2	http://identifiers.org/icd/F80.2
F80.9	Developmental disorder of speech and language, unspecified	ICD-10	urn:miriam:icd:F80.9	http://identifiers.org/icd/F80.9
F80.8	Other developmental disorders of speech and language	ICD-10	urn:miriam:icd:F80.8	http://identifiers.org/icd/F80.8
E29.8	Other testicular dysfunction	ICD-10	urn:miriam:icd:E29.8	http://identifiers.org/icd/E29.8
E29.9	Testicular dysfunction, unspecified	ICD-10	urn:miriam:icd:E29.9	http://identifiers.org/icd/E29.9
F16.5	Mental and behavioural disorders due to use of hallucinogens - Mental and behavioural disorders due to use of hallucinogens: Psychotic disorder	ICD-10	urn:miriam:icd:F16.5	http://identifiers.org/icd/F16.5
F16.6	Mental and behavioural disorders due to use of hallucinogens - Mental and behavioural disorders due to use of hallucinogens: Amnesic syndrome	ICD-10	urn:miriam:icd:F16.6	http://identifiers.org/icd/F16.6
F16.7	Mental and behavioural disorders due to use of hallucinogens - Mental and behavioural disorders due to use of hallucinogens: Residual and late-onset psychotic disorder	ICD-10	urn:miriam:icd:F16.7	http://identifiers.org/icd/F16.7
F16.8	Mental and behavioural disorders due to use of hallucinogens - Mental and behavioural disorders due to use of hallucinogens: Other mental and behavioural disorders	ICD-10	urn:miriam:icd:F16.8	http://identifiers.org/icd/F16.8
E71.2	Disorder of branched-chain amino-acid metabolism, unspecified	ICD-10	urn:miriam:icd:E71.2	http://identifiers.org/icd/E71.2
F16.9	Mental and behavioural disorders due to use of hallucinogens - Mental and behavioural disorders due to use of hallucinogens: Unspecified mental and behavioural disorder	ICD-10	urn:miriam:icd:F16.9	http://identifiers.org/icd/F16.9
E71.1	Other disorders of branched-chain amino-acid metabolism	ICD-10	urn:miriam:icd:E71.1	http://identifiers.org/icd/E71.1
E71.3	Disorders of fatty-acid metabolism	ICD-10	urn:miriam:icd:E71.3	http://identifiers.org/icd/E71.3
F80.1	Expressive language disorder	ICD-10	urn:miriam:icd:F80.1	http://identifiers.org/icd/F80.1
F80.0	Specific speech articulation disorder	ICD-10	urn:miriam:icd:F80.0	http://identifiers.org/icd/F80.0
F16.0	Mental and behavioural disorders due to use of hallucinogens - Mental and behavioural disorders due to use of hallucinogens: Acute intoxication	ICD-10	urn:miriam:icd:F16.0	http://identifiers.org/icd/F16.0
F16.1	Mental and behavioural disorders due to use of hallucinogens - Mental and behavioural disorders due to use of hallucinogens: Harmful use	ICD-10	urn:miriam:icd:F16.1	http://identifiers.org/icd/F16.1
F16.2	Mental and behavioural disorders due to use of hallucinogens - Mental and behavioural disorders due to use of hallucinogens: Dependence syndrome	ICD-10	urn:miriam:icd:F16.2	http://identifiers.org/icd/F16.2
F16.3	Mental and behavioural disorders due to use of hallucinogens - Mental and behavioural disorders due to use of hallucinogens: Withdrawal state	ICD-10	urn:miriam:icd:F16.3	http://identifiers.org/icd/F16.3
F16.4	Mental and behavioural disorders due to use of hallucinogens - Mental and behavioural disorders due to use of hallucinogens: Withdrawal state with delirium	ICD-10	urn:miriam:icd:F16.4	http://identifiers.org/icd/F16.4
F05.8	Other delirium	ICD-10	urn:miriam:icd:F05.8	http://identifiers.org/icd/F05.8
F05.9	Delirium, unspecified	ICD-10	urn:miriam:icd:F05.9	http://identifiers.org/icd/F05.9
E07.1	Other disorders of thyroid - Dyshormogenetic goitre	ICD-10	urn:miriam:icd:E07.1	http://identifiers.org/icd/E07.1
G03.8	Meningitis due to other specified causes	ICD-10	urn:miriam:icd:G03.8	http://identifiers.org/icd/G03.8
E07.0	Hypersecretion of calcitonin	ICD-10	urn:miriam:icd:E07.0	http://identifiers.org/icd/E07.0
G03.9	Meningitis, unspecified	ICD-10	urn:miriam:icd:G03.9	http://identifiers.org/icd/G03.9
G03.2	Benign recurrent meningitis [Mollaret]	ICD-10	urn:miriam:icd:G03.2	http://identifiers.org/icd/G03.2
E07.9	Disorder of thyroid, unspecified	ICD-10	urn:miriam:icd:E07.9	http://identifiers.org/icd/E07.9
G03.0	Nonpyogenic meningitis	ICD-10	urn:miriam:icd:G03.0	http://identifiers.org/icd/G03.0
E07.8	Other specified disorders of thyroid	ICD-10	urn:miriam:icd:E07.8	http://identifiers.org/icd/E07.8
G03.1	Chronic meningitis	ICD-10	urn:miriam:icd:G03.1	http://identifiers.org/icd/G03.1
E71.0	Disorders of branched-chain amino-acid metabolism and fatty-acid metabolism - Maple-syrup-urine disease	ICD-10	urn:miriam:icd:E71.0	http://identifiers.org/icd/E71.0
F05.0	Delirium not superimposed on dementia, so described	ICD-10	urn:miriam:icd:F05.0	http://identifiers.org/icd/F05.0
F05.1	Delirium superimposed on dementia	ICD-10	urn:miriam:icd:F05.1	http://identifiers.org/icd/F05.1
D86.3	Sarcoidosis of skin	ICD-10	urn:miriam:icd:D86.3	http://identifiers.org/icd/D86.3
D86.2	Sarcoidosis of lung with sarcoidosis of lymph nodes	ICD-10	urn:miriam:icd:D86.2	http://identifiers.org/icd/D86.2
D86.1	Sarcoidosis of lymph nodes	ICD-10	urn:miriam:icd:D86.1	http://identifiers.org/icd/D86.1
F93.0	Separation anxiety disorder of childhood	ICD-10	urn:miriam:icd:F93.0	http://identifiers.org/icd/F93.0
D86.0	Sarcoidosis of lung	ICD-10	urn:miriam:icd:D86.0	http://identifiers.org/icd/D86.0
F93.1	Phobic anxiety disorder of childhood	ICD-10	urn:miriam:icd:F93.1	http://identifiers.org/icd/F93.1
F93.2	Social anxiety disorder of childhood	ICD-10	urn:miriam:icd:F93.2	http://identifiers.org/icd/F93.2
F93.3	Emotional disorders with onset specific to childhood - Sibling rivalry disorder	ICD-10	urn:miriam:icd:F93.3	http://identifiers.org/icd/F93.3
D86.9	Sarcoidosis, unspecified	ICD-10	urn:miriam:icd:D86.9	http://identifiers.org/icd/D86.9
F93.8	Other childhood emotional disorders	ICD-10	urn:miriam:icd:F93.8	http://identifiers.org/icd/F93.8
D86.8	Sarcoidosis of other and combined sites	ICD-10	urn:miriam:icd:D86.8	http://identifiers.org/icd/D86.8
F93.9	Childhood emotional disorder, unspecified	ICD-10	urn:miriam:icd:F93.9	http://identifiers.org/icd/F93.9
E84.0	Cystic fibrosis with pulmonary manifestations	ICD-10	urn:miriam:icd:E84.0	http://identifiers.org/icd/E84.0
E84.1	Cystic fibrosis with intestinal manifestations	ICD-10	urn:miriam:icd:E84.1	http://identifiers.org/icd/E84.1
E84.8	Cystic fibrosis with other manifestations	ICD-10	urn:miriam:icd:E84.8	http://identifiers.org/icd/E84.8
E84.9	Cystic fibrosis, unspecified	ICD-10	urn:miriam:icd:E84.9	http://identifiers.org/icd/E84.9
G80.2	Spastic hemiplegic cerebral palsy	ICD-10	urn:miriam:icd:G80.2	http://identifiers.org/icd/G80.2
H25.2	Senile cataract, morgagnian type	ICD-10	urn:miriam:icd:H25.2	http://identifiers.org/icd/H25.2
G80.1	Spastic diplegic cerebral palsy	ICD-10	urn:miriam:icd:G80.1	http://identifiers.org/icd/G80.1
H25.1	Senile nuclear cataract	ICD-10	urn:miriam:icd:H25.1	http://identifiers.org/icd/H25.1
G80.4	Ataxic cerebral palsy	ICD-10	urn:miriam:icd:G80.4	http://identifiers.org/icd/G80.4
G80.3	Dyskinetic cerebral palsy	ICD-10	urn:miriam:icd:G80.3	http://identifiers.org/icd/G80.3
G80.8	Other cerebral palsy	ICD-10	urn:miriam:icd:G80.8	http://identifiers.org/icd/G80.8
H25.0	Senile incipient cataract	ICD-10	urn:miriam:icd:H25.0	http://identifiers.org/icd/H25.0
G80.9	Cerebral palsy, unspecified	ICD-10	urn:miriam:icd:G80.9	http://identifiers.org/icd/G80.9
I23.8	Other current complications following acute myocardial infarction	ICD-10	urn:miriam:icd:I23.8	http://identifiers.org/icd/I23.8
I23.6	Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction	ICD-10	urn:miriam:icd:I23.6	http://identifiers.org/icd/I23.6
I23.1	Atrial septal defect as current complication following acute myocardial infarction	ICD-10	urn:miriam:icd:I23.1	http://identifiers.org/icd/I23.1
I23.0	Haemopericardium as current complication following acute myocardial infarction	ICD-10	urn:miriam:icd:I23.0	http://identifiers.org/icd/I23.0
I23.5	Rupture of papillary muscle as current complication following acute myocardial infarction	ICD-10	urn:miriam:icd:I23.5	http://identifiers.org/icd/I23.5
I23.4	Rupture of chordae tendineae as current complication following acute myocardial infarction	ICD-10	urn:miriam:icd:I23.4	http://identifiers.org/icd/I23.4
I23.3	Rupture of cardiac wall without haemopericardium as current complication following acute myocardial infarction	ICD-10	urn:miriam:icd:I23.3	http://identifiers.org/icd/I23.3
I23.2	Ventricular septal defect as current complication following acute myocardial infarction	ICD-10	urn:miriam:icd:I23.2	http://identifiers.org/icd/I23.2
H25.9	Senile cataract, unspecified	ICD-10	urn:miriam:icd:H25.9	http://identifiers.org/icd/H25.9
G91.0	Communicating hydrocephalus	ICD-10	urn:miriam:icd:G91.0	http://identifiers.org/icd/G91.0
H25.8	Other senile cataract	ICD-10	urn:miriam:icd:H25.8	http://identifiers.org/icd/H25.8
G91.3	Post-traumatic hydrocephalus, unspecified	ICD-10	urn:miriam:icd:G91.3	http://identifiers.org/icd/G91.3
G91.1	Obstructive hydrocephalus	ICD-10	urn:miriam:icd:G91.1	http://identifiers.org/icd/G91.1
G91.2	Normal-pressure hydrocephalus	ICD-10	urn:miriam:icd:G91.2	http://identifiers.org/icd/G91.2
G91.8	Other hydrocephalus	ICD-10	urn:miriam:icd:G91.8	http://identifiers.org/icd/G91.8
H36.0	Diabetic retinopathy	ICD-10	urn:miriam:icd:H36.0	http://identifiers.org/icd/H36.0
I34.9	Nonrheumatic mitral valve disorder, unspecified	ICD-10	urn:miriam:icd:I34.9	http://identifiers.org/icd/I34.9
I34.8	Other nonrheumatic mitral valve disorders	ICD-10	urn:miriam:icd:I34.8	http://identifiers.org/icd/I34.8
G91.9	Hydrocephalus, unspecified	ICD-10	urn:miriam:icd:G91.9	http://identifiers.org/icd/G91.9
I34.1	Mitral (valve) prolapse	ICD-10	urn:miriam:icd:I34.1	http://identifiers.org/icd/I34.1
I34.0	Mitral (valve) insufficiency	ICD-10	urn:miriam:icd:I34.0	http://identifiers.org/icd/I34.0
I34.2	Nonrheumatic mitral (valve) stenosis	ICD-10	urn:miriam:icd:I34.2	http://identifiers.org/icd/I34.2
H36.8	Other retinal disorders in diseases classified elsewhere	ICD-10	urn:miriam:icd:H36.8	http://identifiers.org/icd/H36.8
H47.3	Other disorders of optic disc	ICD-10	urn:miriam:icd:H47.3	http://identifiers.org/icd/H47.3
H47.4	Disorders of optic chiasm	ICD-10	urn:miriam:icd:H47.4	http://identifiers.org/icd/H47.4
H47.1	Other disorders of optic [2nd] nerve and visual pathways - Papilloedema, unspecified	ICD-10	urn:miriam:icd:H47.1	http://identifiers.org/icd/H47.1
H47.2	Optic atrophy	ICD-10	urn:miriam:icd:H47.2	http://identifiers.org/icd/H47.2
H01.0	Other inflammation of eyelid - Blepharitis	ICD-10	urn:miriam:icd:H01.0	http://identifiers.org/icd/H01.0
H47.0	Disorders of optic nerve, not elsewhere classified	ICD-10	urn:miriam:icd:H47.0	http://identifiers.org/icd/H47.0
H01.1	Noninfectious dermatoses of eyelid	ICD-10	urn:miriam:icd:H01.1	http://identifiers.org/icd/H01.1
I45.6	Other conduction disorders - Pre-excitation syndrome	ICD-10	urn:miriam:icd:I45.6	http://identifiers.org/icd/I45.6
I45.8	Other specified conduction disorders	ICD-10	urn:miriam:icd:I45.8	http://identifiers.org/icd/I45.8
I45.9	Conduction disorder, unspecified	ICD-10	urn:miriam:icd:I45.9	http://identifiers.org/icd/I45.9
I45.2	Other conduction disorders - Bifascicular block	ICD-10	urn:miriam:icd:I45.2	http://identifiers.org/icd/I45.2
